entityid,tick,user_name,x,y,z,round_number,map_name,matchid,mapid,player_team,winner,team_name,is_win,start_tick,round_tick
1010,7199,mezii,138.6025,-221.1598,-211.96875,1,de_train,27,66,Team Vitality,CT,T,False,1,7198
741,11655,ropz,158.12242,494.8595,-211.96875,2,de_train,27,66,Team Vitality,CT,T,False,9992,1663
700,11763,TeSeS,1412.2433,-1319.2737,-325.94897,2,de_train,27,66,Team Falcons,CT,CT,True,9992,1771
616,11906,apEX,805.2246,124.339035,-209.96875,2,de_train,27,66,Team Vitality,CT,T,False,9992,1914
961,12194,ropz,-948.6364,-1695.18,-151.96875,2,de_train,27,66,Team Vitality,CT,T,False,9992,2202
966,12512,NiKo,-638.93304,470.2093,-211.96875,2,de_train,27,66,Team Falcons,CT,CT,True,9992,2520
968,12791,apEX,175.5257,-206.90012,-211.96875,2,de_train,27,66,Team Vitality,CT,T,False,9992,2799
337,15800,TeSeS,-503.8207,402.45218,-211.96875,3,de_train,27,66,Team Falcons,CT,CT,True,13886,1914
354,17462,kyxsan,-762.9393,740.7757,-213.96875,3,de_train,27,66,Team Falcons,CT,CT,True,13886,3576
658,22286,ZywOo,150.36644,518.4968,-211.96875,4,de_train,27,66,Team Vitality,T,T,True,20505,1781
659,22372,TeSeS,-524.9458,508.4671,-211.96875,4,de_train,27,66,Team Falcons,T,CT,False,20505,1867
617,22484,ropz,-990.5367,-1796.5243,-151.96875,4,de_train,27,66,Team Vitality,T,T,True,20505,1979
776,23304,kyxsan,-361.77283,-445.78488,-212.96875,4,de_train,27,66,Team Falcons,T,CT,False,20505,2799
744,23436,m0NESY,-567.89325,-883.98785,-316.96875,4,de_train,27,66,Team Falcons,T,CT,False,20505,2931
775,24207,NiKo,-765.6055,640.2211,-211.96875,4,de_train,27,66,Team Falcons,T,CT,False,20505,3702
789,24944,Magisk,-659.7579,-898.57495,-304.01312,4,de_train,27,66,Team Falcons,T,CT,False,20505,4439
528,29021,flameZ,173.38658,510.08908,-211.96875,5,de_train,27,66,Team Vitality,CT,T,False,27347,1674
563,29190,NiKo,-548.4746,521.5092,-211.96875,5,de_train,27,66,Team Falcons,CT,CT,True,27347,1843
530,29236,m0NESY,-346.41483,-193.37253,-211.96875,5,de_train,27,66,Team Falcons,CT,CT,True,27347,1889
550,29445,ZywOo,-1121.6913,-540.38135,-86.70998,5,de_train,27,66,Team Vitality,CT,T,False,27347,2098
539,29449,ropz,-961.64923,-1775.5249,-151.96875,5,de_train,27,66,Team Vitality,CT,T,False,27347,2102
525,29496,apEX,807.1379,123.65294,-209.96875,5,de_train,27,66,Team Vitality,CT,T,False,27347,2149
546,30087,apEX,213.38399,-212.25504,-211.96875,5,de_train,27,66,Team Vitality,CT,T,False,27347,2740
564,30429,kyxsan,-759.3304,672.50885,-213.96875,5,de_train,27,66,Team Falcons,CT,CT,True,27347,3082
454,38027,apEX,169.45618,507.8551,-211.96875,6,de_train,27,66,Team Vitality,T,T,True,36307,1720
456,38160,m0NESY,-554.888,538.00995,-204.96877,6,de_train,27,66,Team Falcons,T,CT,False,36307,1853
459,38412,Magisk,-1035.7544,-823.108,-151.96875,6,de_train,27,66,Team Falcons,T,CT,False,36307,2105
491,40476,TeSeS,-551.233,189.02417,-211.96875,6,de_train,27,66,Team Falcons,T,CT,False,36307,4169
493,40565,NiKo,-528.4015,482.3704,-211.96875,6,de_train,27,66,Team Falcons,T,CT,False,36307,4258
506,41628,mezii,1005.6975,526.8481,-209.96875,6,de_train,27,66,Team Vitality,T,T,True,36307,5321
503,41930,apEX,175.72794,461.20975,-211.96875,6,de_train,27,66,Team Vitality,T,T,True,36307,5623
868,47984,kyxsan,-553.6754,531.8557,-211.96875,7,de_train,27,66,Team Falcons,T,CT,False,43922,4062
905,48061,ropz,-1004.09015,-1626.9427,-150.96875,7,de_train,27,66,Team Vitality,T,T,True,43922,4139
214,48180,apEX,167.63867,508.39456,-211.96875,7,de_train,27,66,Team Vitality,T,T,True,43922,4258
867,48370,mezii,990.77936,423.94208,-209.96875,7,de_train,27,66,Team Vitality,T,T,True,43922,4448
931,49050,flameZ,-452.01114,-374.96136,-212.96875,7,de_train,27,66,Team Vitality,T,T,True,43922,5128
850,50004,ZywOo,831.8981,161.09085,-209.96875,7,de_train,27,66,Team Vitality,T,T,True,43922,6082
327,52234,NiKo,1082.6259,595.45917,-209.96875,7,de_train,27,66,Team Falcons,T,CT,False,43922,8312
662,55123,TeSeS,-575.4393,520.8446,-211.96875,8,de_train,27,66,Team Falcons,T,CT,False,53037,2086
713,55291,flameZ,159.05583,458.37552,-211.96875,8,de_train,27,66,Team Vitality,T,T,True,53037,2254
156,62130,NiKo,-640.5369,528.7342,-211.96875,9,de_train,27,66,Team Falcons,CT,CT,True,58109,4021
160,62418,mezii,1002.29944,442.02213,-209.96875,9,de_train,27,66,Team Vitality,CT,T,False,58109,4309
939,62430,ropz,-1249.6663,-560.0129,-86.06668,9,de_train,27,66,Team Vitality,CT,T,False,58109,4321
923,62566,TeSeS,1165.2732,734.8924,-209.96878,9,de_train,27,66,Team Falcons,CT,CT,True,58109,4457
907,64068,flameZ,187.05016,454.5816,-211.96875,9,de_train,27,66,Team Vitality,CT,T,False,58109,5959
958,64637,m0NESY,-440.04095,-311.22406,-211.9675,9,de_train,27,66,Team Falcons,CT,CT,True,58109,6528
927,66575,apEX,176.40662,462.59338,-211.96875,9,de_train,27,66,Team Vitality,CT,T,False,58109,8466
760,67593,ZywOo,819.64417,176.38705,-209.96875,9,de_train,27,66,Team Vitality,CT,T,False,58109,9484
426,69745,ZywOo,169.66547,508.61804,-211.96875,10,de_train,27,66,Team Vitality,CT,T,False,68093,1652
966,69846,flameZ,-788.49274,396.72653,-211.96875,10,de_train,27,66,Team Vitality,CT,T,False,68093,1753
460,69906,Magisk,-866.0419,-982.2878,-0.96875006,10,de_train,27,66,Team Falcons,CT,CT,True,68093,1813
450,69972,NiKo,-629.7436,513.70874,-211.96875,10,de_train,27,66,Team Falcons,CT,CT,True,68093,1879
413,70026,m0NESY,-303.65598,-229.26212,-211.96875,10,de_train,27,66,Team Falcons,CT,CT,True,68093,1933
458,70032,ropz,-970.00745,-1658.676,-151.96875,10,de_train,27,66,Team Vitality,CT,T,False,68093,1939
468,70368,apEX,940.0154,371.92023,-209.96875,10,de_train,27,66,Team Vitality,CT,T,False,68093,2275
485,70783,kyxsan,-624.775,491.7828,-211.96875,10,de_train,27,66,Team Falcons,CT,CT,True,68093,2690
492,71410,TeSeS,1180.8857,734.5121,-209.96877,10,de_train,27,66,Team Falcons,CT,CT,True,68093,3317
700,74688,apEX,165.02158,511.1362,-211.96875,11,de_train,27,66,Team Vitality,CT,T,False,73022,1666
838,75331,TeSeS,-595.864,530.7234,-211.96875,11,de_train,27,66,Team Falcons,CT,CT,True,73022,2309
879,75811,Magisk,-724.15753,-813.85345,-259.01312,11,de_train,27,66,Team Falcons,CT,CT,True,73022,2789
878,76127,kyxsan,-1141.327,-618.81635,-86.96875,11,de_train,27,66,Team Falcons,CT,CT,True,73022,3105
906,78184,ZywOo,648.2914,-720.9244,-213.96875,11,de_train,27,66,Team Vitality,CT,T,False,73022,5162
869,79397,mezii,611.91766,-570.07526,-213.15305,11,de_train,27,66,Team Vitality,CT,T,False,73022,6375
817,84986,TeSeS,1778.8723,-614.97754,-261.96875,12,de_train,27,66,Team Falcons,CT,CT,True,80948,4038
797,84992,mezii,162.83151,495.19495,-211.96875,12,de_train,27,66,Team Vitality,CT,T,False,80948,4044
719,85258,Magisk,-914.3335,-831.3593,-151.96875,12,de_train,27,66,Team Falcons,CT,CT,True,80948,4310
641,85536,kyxsan,-649.27484,473.8618,-211.96875,12,de_train,27,66,Team Falcons,CT,CT,True,80948,4588
