entityid,tick,user_name,x,y,z,round_number,map_name,matchid,mapid,player_team,winner,team_name,is_win,start_tick,round_tick
195,16629,Senzu,-1164.2758,-633.33594,-165.96875,3,de_mirage,22,54,The MongolZ,T,T,True,14883,1746
116,16752,Mzinho,-621.0999,-899.9989,-245.96875,3,de_mirage,22,54,The MongolZ,T,T,True,14883,1869
206,18414,ZywOo,130.97975,-2322.405,-37.96875,3,de_mirage,22,54,Team Vitality,T,CT,False,14883,3531
307,18534,Senzu,-1131.4965,-622.0071,-165.96875,3,de_mirage,22,54,The MongolZ,T,T,True,14883,3651
328,18658,bLitz,-666.9939,-1261.6973,-165.96875,3,de_mirage,22,54,The MongolZ,T,T,True,14883,3775
150,20059,flameZ,69.92819,-2272.0647,-37.96875,3,de_mirage,22,54,Team Vitality,T,CT,False,14883,5176
266,21271,910-,-698.8764,-1210.6847,-165.96875,3,de_mirage,22,54,The MongolZ,T,T,True,14883,6388
76,24817,Techno4K,35.552822,-480.71033,-183.92891,4,de_mirage,22,54,The MongolZ,CT,T,False,23066,1751
191,24878,Mzinho,-1195.7064,-630.9071,-165.96875,4,de_mirage,22,54,The MongolZ,CT,T,False,23066,1812
196,24899,flameZ,271.75467,-1498.4384,-173.96875,4,de_mirage,22,54,Team Vitality,CT,CT,True,23066,1833
348,26347,910-,-676.33484,-897.7767,-245.96875,4,de_mirage,22,54,The MongolZ,CT,T,False,23066,3281
190,28023,bLitz,-957.72363,-1441.5757,-165.96875,4,de_mirage,22,54,The MongolZ,CT,T,False,23066,4957
205,30633,mezii,1046.9808,431.61606,-257.79742,4,de_mirage,22,54,Team Vitality,CT,CT,True,23066,7567
161,32884,Mzinho,-1201.7927,-646.7554,-165.96875,5,de_mirage,22,54,The MongolZ,T,T,True,31071,1813
264,32920,Techno4K,-621.7307,-895.1432,-245.96875,5,de_mirage,22,54,The MongolZ,T,T,True,31071,1849
132,35381,bLitz,-878.4733,-1441.3195,-165.96875,5,de_mirage,22,54,The MongolZ,T,T,True,31071,4310
269,35421,bLitz,-609.48047,-1357.4437,-165.96875,5,de_mirage,22,54,The MongolZ,T,T,True,31071,4350
329,41008,Techno4K,-1209.3414,-641.99384,-165.96875,6,de_mirage,22,54,The MongolZ,T,T,True,39210,1798
156,41036,Mzinho,-621.01013,-899.7232,-245.96875,6,de_mirage,22,54,The MongolZ,T,T,True,39210,1826
322,41842,flameZ,-633.63116,-629.08636,-271.72003,6,de_mirage,22,54,Team Vitality,T,CT,False,39210,2632
162,43755,Senzu,-1151.268,-626.0709,-165.96875,6,de_mirage,22,54,The MongolZ,T,T,True,39210,4545
191,49712,Mzinho,-1165.5216,-633.8776,-165.96875,7,de_mirage,22,54,The MongolZ,T,T,True,45986,3726
196,49759,Mzinho,35.3865,-483.48193,-184.03633,7,de_mirage,22,54,The MongolZ,T,T,True,45986,3773
317,50205,apEX,-607.25604,-749.4694,-264.96652,7,de_mirage,22,54,Team Vitality,T,CT,False,45986,4219
376,50978,flameZ,254.50087,-1509.3497,-173.96828,7,de_mirage,22,54,Team Vitality,T,CT,False,45986,4992
136,52323,910-,-668.79675,-898.61633,-245.96875,7,de_mirage,22,54,The MongolZ,T,T,True,45986,6337
318,52372,Senzu,-1154.961,-623.19885,-165.96875,7,de_mirage,22,54,The MongolZ,T,T,True,45986,6386
368,52832,mezii,312.36926,-1503.2034,-173.96875,7,de_mirage,22,54,Team Vitality,T,CT,False,45986,6846
211,53247,ropz,-1163.7675,-355.94254,-52.637066,7,de_mirage,22,54,Team Vitality,T,CT,False,45986,7261
296,53793,bLitz,-1012.1205,-1438.6174,-164.7043,7,de_mirage,22,54,The MongolZ,T,T,True,45986,7807
300,61770,Mzinho,-1165.4834,-634.1443,-165.96875,8,de_mirage,22,54,The MongolZ,CT,T,False,56921,4849
195,61784,Mzinho,74.1904,-490.2214,-176.76474,8,de_mirage,22,54,The MongolZ,CT,T,False,56921,4863
327,62041,flameZ,290.48035,-1454.9955,-173.50768,8,de_mirage,22,54,Team Vitality,CT,CT,True,56921,5120
293,62628,ZywOo,-614.2923,-747.5103,-264.94962,8,de_mirage,22,54,Team Vitality,CT,CT,True,56921,5707
287,63782,Senzu,-1134.3802,-627.47394,-165.96875,8,de_mirage,22,54,The MongolZ,CT,T,False,56921,6861
349,64255,bLitz,-695.01013,-1302.524,-165.96875,8,de_mirage,22,54,The MongolZ,CT,T,False,56921,7334
141,65054,mezii,-1488.1702,740.7826,-45.96875,8,de_mirage,22,54,Team Vitality,CT,CT,True,56921,8133
306,65247,Senzu,-667.4229,-1302.2006,-165.96875,8,de_mirage,22,54,The MongolZ,CT,T,False,56921,8326
205,66521,apEX,-718.98926,-1216.3336,-165.96875,8,de_mirage,22,54,Team Vitality,CT,CT,True,56921,9600
372,69774,Senzu,-1163.3552,-633.52155,-165.96875,9,de_mirage,22,54,The MongolZ,CT,T,False,68031,1743
196,69834,Mzinho,-1194.8643,-631.0258,-165.96875,9,de_mirage,22,54,The MongolZ,CT,T,False,68031,1803
326,69910,Techno4K,34.671535,-478.54147,-184.08336,9,de_mirage,22,54,The MongolZ,CT,T,False,68031,1879
333,70151,flameZ,14.199583,-2321.4502,-37.96875,9,de_mirage,22,54,Team Vitality,CT,CT,True,68031,2120
322,70241,bLitz,-668.93097,-897.9713,-245.96875,9,de_mirage,22,54,The MongolZ,CT,T,False,68031,2210
300,70637,mezii,-1320.605,679.61035,-77.96875,9,de_mirage,22,54,Team Vitality,CT,CT,True,68031,2606
346,71597,910-,-621.6878,-1614.2266,-169.96875,9,de_mirage,22,54,The MongolZ,CT,T,False,68031,3566
353,71646,apEX,-636.895,-770.9433,-261.96875,9,de_mirage,22,54,Team Vitality,CT,CT,True,68031,3615
319,77744,Techno4K,34.967583,-480.3013,-184.05685,10,de_mirage,22,54,The MongolZ,T,T,True,73667,4077
277,77780,Mzinho,-1194.2578,-633.0447,-165.96875,10,de_mirage,22,54,The MongolZ,T,T,True,73667,4113
203,77791,flameZ,260.25107,-1522.4281,-173.96875,10,de_mirage,22,54,Team Vitality,T,CT,False,73667,4124
327,78078,apEX,-617.7584,-734.43176,-265.9438,10,de_mirage,22,54,Team Vitality,T,CT,False,73667,4411
89,79643,910-,-1118.8374,-666.0967,-165.96875,10,de_mirage,22,54,The MongolZ,T,T,True,73667,5976
272,80212,mezii,-1529.2474,778.32965,-45.96875,10,de_mirage,22,54,Team Vitality,T,CT,False,73667,6545
154,80313,bLitz,-702.31836,-1328.738,-165.96875,10,de_mirage,22,54,The MongolZ,T,T,True,73667,6646
76,80534,Senzu,-1109.0527,-638.2715,-165.96875,10,de_mirage,22,54,The MongolZ,T,T,True,73667,6867
368,80753,ZywOo,275.6976,-1526.7297,-173.96875,10,de_mirage,22,54,Team Vitality,T,CT,False,73667,7086
141,89175,bLitz,-181.64478,-493.74728,-164.40654,11,de_mirage,22,54,The MongolZ,CT,T,False,85392,3783
