entityid,tick,user_name,x,y,z,round_number,map_name,matchid,mapid,player_team,winner,team_name,is_win,start_tick,round_tick
378,2614,mezii,-1153.3143,2267.428,3.1834514,1,de_dust2,28,68,Team Vitality,CT,T,False,1,2613
162,5564,Jimpphat,-1961.1614,1548.567,34.514683,2,de_dust2,28,68,MOUZ,CT,CT,True,3482,2082
146,5718,Brollan,589.67596,578.46625,2.509542,2,de_dust2,28,68,MOUZ,CT,CT,True,3482,2236
164,7508,torzsi,-388.87958,1741.1498,-125.81396,2,de_dust2,28,68,MOUZ,CT,CT,True,3482,4026
150,12192,xertioN,531.8054,654.7505,3.3731265,3,de_dust2,28,68,MOUZ,T,CT,False,10222,1970
158,12605,flameZ,-1347.4811,2221.4656,2.5097651,3,de_dust2,28,68,Team Vitality,T,T,True,10222,2383
160,17923,torzsi,-413.87292,2244.991,-118.82853,4,de_dust2,28,68,MOUZ,CT,CT,True,16437,1486
442,18319,xertioN,574.4079,613.8391,3.1672661,4,de_dust2,28,68,MOUZ,CT,CT,True,16437,1882
156,19407,Jimpphat,-1980.14,1484.4419,31.959427,4,de_dust2,28,68,MOUZ,CT,CT,True,16437,2970
446,19541,apEX,-464.04263,1596.0845,49.908714,4,de_dust2,28,68,Team Vitality,CT,T,False,16437,3104
134,21866,flameZ,597.43646,2367.1946,66.77257,4,de_dust2,28,68,Team Vitality,CT,T,False,16437,5429
123,21873,ZywOo,522.4626,2087.9448,127.02236,4,de_dust2,28,68,Team Vitality,CT,T,False,16437,5436
430,22030,Brollan,466.20877,2039.0358,98.03125,4,de_dust2,28,68,MOUZ,CT,CT,True,16437,5593
421,23243,ropz,1163.2806,2151.3953,3.5310984,4,de_dust2,28,68,Team Vitality,CT,T,False,16437,6806
508,27601,xertioN,-425.27713,2283.9924,-114.36531,5,de_dust2,28,68,MOUZ,T,CT,False,26156,1445
123,28171,ZywOo,-455.3391,1601.5078,50.427597,5,de_dust2,28,68,Team Vitality,T,T,True,26156,2015
421,28352,Brollan,562.73157,607.3981,2.794716,5,de_dust2,28,68,MOUZ,T,CT,False,26156,2196
139,28732,ropz,-1974.3054,1853.3274,2.5937111,5,de_dust2,28,68,Team Vitality,T,T,True,26156,2576
288,29541,xertioN,-346.50244,1560.0785,-124.57731,5,de_dust2,28,68,MOUZ,T,CT,False,26156,3385
444,30700,mezii,-155.89543,2212.5623,-53.939972,5,de_dust2,28,68,Team Vitality,T,T,True,26156,4544
438,30705,Jimpphat,-1989.2018,1616.5187,32.90213,5,de_dust2,28,68,MOUZ,T,CT,False,26156,4549
370,33585,ZywOo,-1378.3116,2232.5945,2.0312502,5,de_dust2,28,68,Team Vitality,T,T,True,26156,7429
291,36514,flameZ,1290.2592,1127.5883,-0.8355143,6,de_dust2,28,68,Team Vitality,T,T,True,34654,1860
385,36641,Brollan,540.7206,694.8673,3.306092,6,de_dust2,28,68,MOUZ,T,CT,False,34654,1987
345,37934,Jimpphat,-1646.6156,758.8407,33.009125,6,de_dust2,28,68,MOUZ,T,CT,False,34654,3280
121,38520,ZywOo,1078.1064,2468.3823,97.52754,6,de_dust2,28,68,Team Vitality,T,T,True,34654,3866
89,39275,apEX,1171.1373,2125.1968,2.8521254,6,de_dust2,28,68,Team Vitality,T,T,True,34654,4621
141,40447,ropz,350.56708,1940.6033,97.88119,6,de_dust2,28,68,Team Vitality,T,T,True,34654,5793
148,40945,mezii,663.76074,2191.7634,-86.85982,6,de_dust2,28,68,Team Vitality,T,T,True,34654,6291
160,47030,ZywOo,-457.05853,1601.9056,50.29075,7,de_dust2,28,68,Team Vitality,T,T,True,43977,3053
165,48596,flameZ,415.76627,2181.1787,-128.4421,7,de_dust2,28,68,Team Vitality,T,T,True,43977,4619
88,53185,torzsi,-418.01263,2248.5261,-118.307175,8,de_dust2,28,68,MOUZ,T,CT,False,51696,1489
381,53718,Brollan,531.32196,640.1864,3.3834546,8,de_dust2,28,68,MOUZ,T,CT,False,51696,2022
294,53871,apEX,-460.46603,1602.2917,50.033825,8,de_dust2,28,68,Team Vitality,T,T,True,51696,2175
157,54229,Jimpphat,-1947.1697,1563.1011,35.566635,8,de_dust2,28,68,MOUZ,T,CT,False,51696,2533
386,56438,Spinx,-491.2945,1663.045,-122.74428,8,de_dust2,28,68,MOUZ,T,CT,False,51696,4742
90,57721,torzsi,428.61438,1898.1171,97.251976,8,de_dust2,28,68,MOUZ,T,CT,False,51696,6025
114,58233,apEX,-483.61642,2136.6172,-124.883575,8,de_dust2,28,68,Team Vitality,T,T,True,51696,6537
