entityid,tick,user_name,x,y,z,round_number,map_name,matchid,mapid,player_team,winner,team_name,is_win,start_tick,round_tick
122,18099,xertioN,101.01699,1176.516,91.77613,3,de_inferno,26,63,MOUZ,CT,CT,True,15731,2368
132,18670,Spinx,1182.2599,508.0391,113.73214,3,de_inferno,26,63,MOUZ,CT,CT,True,15731,2939
139,20213,Brollan,168.51312,1031.4517,86.900826,3,de_inferno,26,63,MOUZ,CT,CT,True,15731,4482
142,20897,Jimpphat,1764.4397,-263.85526,258.03125,3,de_inferno,26,63,MOUZ,CT,CT,True,15731,5166
485,25208,Techno4K,243.15594,1719.3931,119.14033,4,de_inferno,26,63,The MongolZ,CT,T,False,23249,1959
506,26133,Brollan,179.24052,1421.9127,103.500084,4,de_inferno,26,63,MOUZ,CT,CT,True,23249,2884
373,26517,Jimpphat,1186.6633,260.7465,130.03125,4,de_inferno,26,63,MOUZ,CT,CT,True,23249,3268
464,27211,bLitz,1817.0626,1372.8799,162.03125,4,de_inferno,26,63,The MongolZ,CT,T,False,23249,3962
436,27322,910-,2633.7185,1037.8472,162.03125,4,de_inferno,26,63,The MongolZ,CT,T,False,23249,4073
189,36934,Jimpphat,1207.0192,-337.29922,262.8018,5,de_inferno,26,63,MOUZ,CT,CT,True,32209,4725
982,37675,Brollan,177.70204,1422.4493,103.34503,5,de_inferno,26,63,MOUZ,CT,CT,True,32209,5466
918,41131,xertioN,277.44342,1775.0607,124.32561,6,de_inferno,26,63,MOUZ,CT,CT,True,39115,2016
928,41420,bLitz,595.3403,1961.889,139.29721,6,de_inferno,26,63,The MongolZ,CT,T,False,39115,2305
930,41564,910-,920.15234,2771.8252,135.67015,6,de_inferno,26,63,The MongolZ,CT,T,False,39115,2449
932,41591,Senzu,925.7529,2759.4326,135.50377,6,de_inferno,26,63,The MongolZ,CT,T,False,39115,2476
651,43988,xertioN,396.6925,579.912,85.35968,7,de_inferno,26,63,MOUZ,CT,CT,True,42277,1711
704,44206,Techno4K,-90.06444,1422.9899,390.03125,7,de_inferno,26,63,The MongolZ,CT,T,False,42277,1929
1022,45700,Brollan,411.49854,1821.3876,226.97986,7,de_inferno,26,63,MOUZ,CT,CT,True,42277,3423
725,46718,910-,1478.8651,939.5283,146.95529,7,de_inferno,26,63,The MongolZ,CT,T,False,42277,4441
683,47019,Jimpphat,1230.8954,535.8464,117.62298,7,de_inferno,26,63,MOUZ,CT,CT,True,42277,4742
357,48910,Brollan,703.50134,2355.739,138.03145,7,de_inferno,26,63,MOUZ,CT,CT,True,42277,6633
810,50063,Mzinho,989.3765,2691.4758,133.23369,7,de_inferno,26,63,The MongolZ,CT,T,False,42277,7786
777,50407,bLitz,445.0783,3386.1416,162.92389,7,de_inferno,26,63,The MongolZ,CT,T,False,42277,8130
557,55000,torzsi,166.25279,1456.92,103.673035,8,de_inferno,26,63,MOUZ,CT,CT,True,50714,4286
613,55012,Techno4K,242.0914,1776.5802,125.00298,8,de_inferno,26,63,The MongolZ,CT,T,False,50714,4298
633,56034,Senzu,999.2693,2680.1084,132.67258,8,de_inferno,26,63,The MongolZ,CT,T,False,50714,5320
570,56798,bLitz,947.6321,3449.7932,130.02847,8,de_inferno,26,63,The MongolZ,CT,T,False,50714,6084
562,57254,910-,1067.7123,2676.633,129.39621,8,de_inferno,26,63,The MongolZ,CT,T,False,50714,6540
581,62503,xertioN,263.89014,1804.5269,127.11665,9,de_inferno,26,63,MOUZ,T,CT,False,60497,2006
365,62981,Mzinho,1440.825,1014.14813,155.24841,9,de_inferno,26,63,The MongolZ,T,T,True,60497,2484
276,63283,Jimpphat,1815.2664,-257.14923,263.03125,9,de_inferno,26,63,MOUZ,T,CT,False,60497,2786
371,63871,xertioN,191.13312,1064.5371,89.18592,9,de_inferno,26,63,MOUZ,T,CT,False,60497,3374
514,64577,bLitz,1461.1016,1082.884,161.68062,9,de_inferno,26,63,The MongolZ,T,T,True,60497,4080
940,65743,Spinx,1499.1113,969.95465,150.97153,9,de_inferno,26,63,MOUZ,T,CT,False,60497,5246
297,66248,910-,2276.998,832.92645,152.8132,9,de_inferno,26,63,The MongolZ,T,T,True,60497,5751
645,67566,Techno4K,536.2948,3215.672,165.84724,9,de_inferno,26,63,The MongolZ,T,T,True,60497,7069
581,68425,Senzu,789.12714,2261.6174,138.03136,9,de_inferno,26,63,The MongolZ,T,T,True,60497,7928
585,75359,Spinx,392.3105,569.8757,85.7023,10,de_inferno,26,63,MOUZ,T,CT,False,71449,3910
582,75609,torzsi,169.20824,1458.834,103.81194,10,de_inferno,26,63,MOUZ,T,CT,False,71449,4160
517,75660,Senzu,175.78381,1720.6183,117.84773,10,de_inferno,26,63,The MongolZ,T,T,True,71449,4211
349,75829,Mzinho,1433.2583,1013.0712,155.21114,10,de_inferno,26,63,The MongolZ,T,T,True,71449,4380
133,76567,Brollan,408.1667,1823.7917,226.83102,10,de_inferno,26,63,MOUZ,T,CT,False,71449,5118
654,77348,xertioN,769.542,2283.2104,138.03146,10,de_inferno,26,63,MOUZ,T,CT,False,71449,5899
128,78493,bLitz,1004.9314,2731.8447,132.35143,10,de_inferno,26,63,The MongolZ,T,T,True,71449,7044
123,78895,910-,419.69864,3238.4812,162.82793,10,de_inferno,26,63,The MongolZ,T,T,True,71449,7446
298,80218,Techno4K,1029.0739,2709.8037,130.98206,10,de_inferno,26,63,The MongolZ,T,T,True,71449,8769
136,80923,Jimpphat,764.59656,2401.779,138.03146,10,de_inferno,26,63,MOUZ,T,CT,False,71449,9474
113,84440,Senzu,114.41706,1283.8778,95.91096,11,de_inferno,26,63,The MongolZ,T,T,True,82446,1994
548,84760,Mzinho,1450.1261,1015.9975,155.32335,11,de_inferno,26,63,The MongolZ,T,T,True,82446,2314
160,85847,torzsi,1190.3783,340.94086,130.03125,11,de_inferno,26,63,MOUZ,T,CT,False,82446,3401
167,85931,xertioN,263.0659,1779.325,125.94214,11,de_inferno,26,63,MOUZ,T,CT,False,82446,3485
74,86890,Jimpphat,1829.5807,110.75795,132.81429,11,de_inferno,26,63,MOUZ,T,CT,False,82446,4444
168,87012,Techno4K,2257.3748,833.29456,154.37476,11,de_inferno,26,63,The MongolZ,T,T,True,82446,4566
464,88365,xertioN,2215.8894,229.73221,138.20844,11,de_inferno,26,63,MOUZ,T,CT,False,82446,5919
183,88491,910-,2367.1216,795.23785,158.38206,11,de_inferno,26,63,The MongolZ,T,T,True,82446,6045
198,93708,Brollan,409.90457,1820.7239,227.03496,12,de_inferno,26,63,MOUZ,T,CT,False,89008,4700
490,95387,910-,1485.7358,922.06604,144.94891,12,de_inferno,26,63,The MongolZ,T,T,True,89008,6379
496,95806,xertioN,785.0461,2239.2466,138.03127,12,de_inferno,26,63,MOUZ,T,CT,False,89008,6798
500,97152,xertioN,793.52527,2282.6414,138.03146,12,de_inferno,26,63,MOUZ,T,CT,False,89008,8144
503,97415,910-,1006.8254,2640.943,243.85231,12,de_inferno,26,63,The MongolZ,T,T,True,89008,8407
487,97482,bLitz,539.6454,3234.0808,165.59554,12,de_inferno,26,63,The MongolZ,T,T,True,89008,8474
510,98393,torzsi,672.25214,2501.182,144.88748,12,de_inferno,26,63,MOUZ,T,CT,False,89008,9385
937,115492,Techno4K,768.9378,2269.1216,138.03146,13,de_inferno,26,63,The MongolZ,CT,CT,True,99616,15876
725,119333,xertioN,266.81512,1802.7202,126.80781,14,de_inferno,26,63,MOUZ,CT,T,False,117379,1954
741,119354,bLitz,150.79189,1001.1424,84.575264,14,de_inferno,26,63,The MongolZ,CT,CT,True,117379,1975
904,120369,Mzinho,1593.56,-556.46466,130.16049,14,de_inferno,26,63,The MongolZ,CT,CT,True,117379,2990
730,120485,Spinx,1802.5292,1357.5514,162.03125,14,de_inferno,26,63,MOUZ,CT,T,False,117379,3106
799,120615,Brollan,2605.2498,1104.1737,160.95364,14,de_inferno,26,63,MOUZ,CT,T,False,117379,3236
543,121435,Techno4K,1438.912,-35.517902,134.03125,14,de_inferno,26,63,The MongolZ,CT,CT,True,117379,4056
566,125369,Brollan,967.13654,2722.8992,134.27426,15,de_inferno,26,63,MOUZ,T,T,True,122205,3164
656,126795,Jimpphat,994.0162,2675.571,132.97054,15,de_inferno,26,63,MOUZ,T,T,True,122205,4590
627,129473,Mzinho,162.99666,1019.1101,86.08968,16,de_inferno,26,63,The MongolZ,CT,CT,True,127577,1896
