entityid,tick,user_name,x,y,z,round_number,map_name,matchid,mapid,player_team,winner,team_name,is_win,start_tick,round_tick
277,17056,mezii,-432.91327,2240.9163,-118.92972,3,de_dust2,27,65,Team Vitality,CT,CT,True,15558,1498
358,17572,ZywOo,541.6427,681.07495,3.3080268,3,de_dust2,27,65,Team Vitality,CT,CT,True,15558,2014
443,18689,kyxsan,-558.5705,2186.2314,-121.58522,3,de_dust2,27,65,Team Falcons,CT,T,False,15558,3131
394,19176,apEX,578.3703,581.44904,3.1629293,3,de_dust2,27,65,Team Vitality,CT,CT,True,15558,3618
231,19780,NiKo,-206.66095,2194.253,-123.44916,3,de_dust2,27,65,Team Falcons,CT,T,False,15558,4222
442,19812,ropz,-1942.2677,1593.753,35.31929,3,de_dust2,27,65,Team Vitality,CT,CT,True,15558,4254
508,24480,ZywOo,556.9318,682.28766,3.2239714,4,de_dust2,27,65,Team Vitality,CT,CT,True,22516,1964
441,27684,flameZ,559.4762,611.5325,3.2475748,4,de_dust2,27,65,Team Vitality,CT,CT,True,22516,5168
168,27924,apEX,461.24164,1895.0074,97.83891,4,de_dust2,27,65,Team Vitality,CT,CT,True,22516,5408
430,28082,mezii,-1993.1556,1540.7356,32.922985,4,de_dust2,27,65,Team Vitality,CT,CT,True,22516,5566
277,30199,mezii,-353.88272,2243.2637,-120.80023,5,de_dust2,27,65,Team Vitality,CT,CT,True,28710,1489
164,30617,kyxsan,1422.17,1296.083,-9.656817,5,de_dust2,27,65,Team Falcons,CT,T,False,28710,1907
235,30869,Magisk,-463.31644,1595.4529,49.973515,5,de_dust2,27,65,Team Falcons,CT,T,False,28710,2159
387,30938,flameZ,534.5369,655.8106,2.5835114,5,de_dust2,27,65,Team Vitality,CT,CT,True,28710,2228
393,32981,ropz,-1993.7509,1653.7965,32.996384,5,de_dust2,27,65,Team Vitality,CT,CT,True,28710,4271
168,33253,ZywOo,432.76422,1956.6862,98.03125,5,de_dust2,27,65,Team Vitality,CT,CT,True,28710,4543
342,34737,kyxsan,-154.29932,2209.2988,-53.939972,5,de_dust2,27,65,Team Falcons,CT,T,False,28710,6027
163,34847,apEX,-473.80963,2095.1672,-125.25074,5,de_dust2,27,65,Team Vitality,CT,CT,True,28710,6137
450,35666,Magisk,-1313.2638,2273.911,4.128096,5,de_dust2,27,65,Team Falcons,CT,T,False,28710,6956
291,39932,NiKo,-449.87247,1646.7014,-124.011696,6,de_dust2,27,65,Team Falcons,T,T,True,38304,1628
438,40083,m0NESY,745.3605,537.9494,2.3037488,6,de_dust2,27,65,Team Falcons,T,T,True,38304,1779
417,40202,ZywOo,546.88367,719.32935,3.2602513,6,de_dust2,27,65,Team Vitality,T,CT,False,38304,1898
449,40313,kyxsan,1341.2638,1277.1597,-7.1937857,6,de_dust2,27,65,Team Falcons,T,T,True,38304,2009
208,40545,Magisk,571.8666,1105.4884,4.6093297,6,de_dust2,27,65,Team Falcons,T,T,True,38304,2241
431,41390,flameZ,598.68726,656.3248,3.0154383,6,de_dust2,27,65,Team Vitality,T,CT,False,38304,3086
432,43185,mezii,-2005.0217,1577.2023,33.290302,6,de_dust2,27,65,Team Vitality,T,CT,False,38304,4881
84,43288,TeSeS,-2005.8523,1841.2732,10.031247,6,de_dust2,27,65,Team Falcons,T,T,True,38304,4984
354,45043,ropz,-2034.7748,1619.4755,34.23871,6,de_dust2,27,65,Team Vitality,T,CT,False,38304,6739
181,48788,mezii,-415.31506,2236.6538,-119.762,7,de_dust2,27,65,Team Vitality,CT,CT,True,47264,1524
450,48974,TeSeS,1297.6534,1126.6626,-1.0990994,7,de_dust2,27,65,Team Falcons,CT,T,False,47264,1710
291,49072,Magisk,667.8369,606.1361,2.6738696,7,de_dust2,27,65,Team Falcons,CT,T,False,47264,1808
104,50462,ZywOo,1410.6064,1443.2969,-6.4762964,7,de_dust2,27,65,Team Vitality,CT,CT,True,47264,3198
372,51751,NiKo,-393.45947,1640.4202,-125.4423,7,de_dust2,27,65,Team Falcons,CT,T,False,47264,4487
442,51846,ropz,-2030.5325,1624.7368,34.15623,7,de_dust2,27,65,Team Vitality,CT,CT,True,47264,4582
125,51924,Magisk,1102.8379,2147.5237,3.329169,7,de_dust2,27,65,Team Falcons,CT,T,False,47264,4660
276,59886,mezii,-386.77667,2247.363,-119.02395,8,de_dust2,27,65,Team Vitality,CT,CT,True,56535,3351
443,60180,flameZ,1251.0287,929.57806,1.338984,8,de_dust2,27,65,Team Vitality,CT,CT,True,56535,3645
89,60370,Magisk,533.2699,697.96094,3.3445807,8,de_dust2,27,65,Team Falcons,CT,T,False,56535,3835
364,60473,kyxsan,1373.0726,1230.1631,-8.167908,8,de_dust2,27,65,Team Falcons,CT,T,False,56535,3938
344,60848,ropz,-2040.6403,1593.97,34.403103,8,de_dust2,27,65,Team Vitality,CT,CT,True,56535,4313
352,62268,flameZ,1375.8528,1353.3256,-8.66744,8,de_dust2,27,65,Team Vitality,CT,CT,True,56535,5733
126,63203,kyxsan,-460.29584,1602.6279,50.05855,8,de_dust2,27,65,Team Falcons,CT,T,False,56535,6668
375,63582,flameZ,1367.3691,1343.5072,-8.543139,8,de_dust2,27,65,Team Vitality,CT,CT,True,56535,7047
126,69112,Magisk,1247.1907,1136.4048,1.4413617,9,de_dust2,27,65,Team Falcons,CT,T,False,67415,1697
141,69388,ZywOo,545.2898,372.71545,3.440908,9,de_dust2,27,65,Team Vitality,CT,CT,True,67415,1973
366,70218,flameZ,527.64185,650.5013,3.3973722,9,de_dust2,27,65,Team Vitality,CT,CT,True,67415,2803
359,70686,TeSeS,-1960.0981,1841.9297,10.031247,9,de_dust2,27,65,Team Falcons,CT,T,False,67415,3271
379,72170,kyxsan,520.54834,2085.9556,126.511894,9,de_dust2,27,65,Team Falcons,CT,T,False,67415,4755
365,72260,mezii,-2010.2344,1665.3252,33.65051,9,de_dust2,27,65,Team Vitality,CT,CT,True,67415,4845
422,73072,apEX,-448.54987,1648.0444,-123.945305,9,de_dust2,27,65,Team Vitality,CT,CT,True,67415,5657
412,75768,Magisk,555.7152,523.86285,3.3116262,10,de_dust2,27,65,Team Falcons,T,T,True,74021,1747
