entityid,tick,user_name,x,y,z,round_number,map_name,matchid,mapid,player_team,winner,team_name,is_win,start_tick,round_tick
352,5447,Techno4K,1027.6338,2712.1187,131.06372,1,de_inferno,22,52,The MongolZ,T,T,True,1,5446
260,10430,ZywOo,883.4538,422.69138,97.96777,2,de_inferno,22,52,Team Vitality,CT,CT,True,8291,2139
263,10446,apEX,251.27954,1707.1859,118.01576,2,de_inferno,22,52,Team Vitality,CT,CT,True,8291,2155
281,14057,apEX,785.41187,2264.6453,138.03143,2,de_inferno,22,52,Team Vitality,CT,CT,True,8291,5766
283,14431,Mzinho,2239.5664,908.1498,155.80545,2,de_inferno,22,52,The MongolZ,CT,T,False,8291,6140
149,17551,Techno4K,262.2553,1845.3413,129.4679,3,de_inferno,22,52,The MongolZ,CT,T,False,15563,1988
154,18480,flameZ,300.72574,1822.4716,127.0669,3,de_inferno,22,52,Team Vitality,CT,CT,True,15563,2917
160,18813,ZywOo,1833.426,-254.78906,263.03125,3,de_inferno,22,52,Team Vitality,CT,CT,True,15563,3250
1012,21520,ZywOo,395.50067,581.63104,85.28781,4,de_inferno,22,52,Team Vitality,CT,CT,True,19803,1717
405,22491,flameZ,-7.386359,807.7873,81.95969,4,de_inferno,22,52,Team Vitality,CT,CT,True,19803,2688
888,28531,Mzinho,784.79047,2391.0505,138.82729,5,de_inferno,22,52,The MongolZ,T,T,True,23916,4615
886,28560,Techno4K,991.7394,2696.388,133.09966,5,de_inferno,22,52,The MongolZ,T,T,True,23916,4644
900,29088,Senzu,449.42453,2838.4702,165.06569,5,de_inferno,22,52,The MongolZ,T,T,True,23916,5172
76,36018,apEX,202.71703,1481.7047,107.12911,6,de_inferno,22,52,Team Vitality,CT,CT,True,32760,3258
744,36568,flameZ,780.8888,2308.3904,138.03146,6,de_inferno,22,52,Team Vitality,CT,CT,True,32760,3808
693,36576,ropz,1818.9509,-357.80075,262.32922,6,de_inferno,22,52,Team Vitality,CT,CT,True,32760,3816
775,36797,910-,1483.8763,942.3215,147.1676,6,de_inferno,22,52,The MongolZ,CT,T,False,32760,4037
655,38100,flameZ,793.1996,2260.6787,138.03125,6,de_inferno,22,52,Team Vitality,CT,CT,True,32760,5340
899,38527,bLitz,2281.759,843.5011,152.21358,6,de_inferno,22,52,The MongolZ,CT,T,False,32760,5767
793,38964,ZywOo,1174.6509,339.32828,130.03125,6,de_inferno,22,52,Team Vitality,CT,CT,True,32760,6204
735,39843,910-,1005.95844,2640.75,243.88069,6,de_inferno,22,52,The MongolZ,CT,T,False,32760,7083
726,39939,Senzu,451.57043,3188.8,162.20132,6,de_inferno,22,52,The MongolZ,CT,T,False,32760,7179
765,41453,bLitz,1002.87494,2644.325,138.1334,6,de_inferno,22,52,The MongolZ,CT,T,False,32760,8693
931,45817,apEX,166.4528,967.6287,84.56456,7,de_inferno,22,52,Team Vitality,CT,CT,True,43078,2739
539,46269,ZywOo,1167.4545,279.8927,130.03125,7,de_inferno,22,52,Team Vitality,CT,CT,True,43078,3191
570,47621,flameZ,99.162506,1034.7272,85.826355,7,de_inferno,22,52,Team Vitality,CT,CT,True,43078,4543
872,49343,bLitz,1513.3992,896.4092,145.811,7,de_inferno,22,52,The MongolZ,CT,T,False,43078,6265
172,50071,apEX,789.5543,2250.531,138.03125,7,de_inferno,22,52,Team Vitality,CT,CT,True,43078,6993
223,50538,mezii,1847.5933,-158.14005,262.03125,7,de_inferno,22,52,Team Vitality,CT,CT,True,43078,7460
610,51109,bLitz,2484.8855,-96.20392,100.11322,7,de_inferno,22,52,The MongolZ,CT,T,False,43078,8031
324,53306,ZywOo,1870.8945,1807.6228,163.2927,8,de_inferno,22,52,Team Vitality,CT,CT,True,51715,1591
308,53716,Techno4K,173.69873,1742.3267,119.7939,8,de_inferno,22,52,The MongolZ,CT,T,False,51715,2001
326,53735,flameZ,314.1857,1775.9675,124.61353,8,de_inferno,22,52,Team Vitality,CT,CT,True,51715,2020
325,55663,apEX,189.0424,1430.9159,104.69347,8,de_inferno,22,52,Team Vitality,CT,CT,True,51715,3948
520,55796,910-,1494.3451,953.15796,148.64005,8,de_inferno,22,52,The MongolZ,CT,T,False,51715,4081
341,55992,ZywOo,1199.4513,485.166,115.10745,8,de_inferno,22,52,Team Vitality,CT,CT,True,51715,4277
600,56913,Senzu,1801.9142,1464.314,162.03125,8,de_inferno,22,52,The MongolZ,CT,T,False,51715,5198
275,62654,Techno4K,307.39853,1813.1682,126.08652,9,de_inferno,22,52,The MongolZ,CT,T,False,60675,1979
284,63802,ropz,1834.8568,-333.6853,263.03125,9,de_inferno,22,52,Team Vitality,CT,CT,True,60675,3127
301,64244,apEX,797.4339,2174.5776,138.0313,9,de_inferno,22,52,Team Vitality,CT,CT,True,60675,3569
285,65234,ZywOo,1809.2521,-311.6731,262.03125,9,de_inferno,22,52,Team Vitality,CT,CT,True,60675,4559
567,65351,flameZ,811.90765,2280.7542,138.03146,9,de_inferno,22,52,Team Vitality,CT,CT,True,60675,4676
281,65540,bLitz,1507.5703,905.5907,147.90576,9,de_inferno,22,52,The MongolZ,CT,T,False,60675,4865
291,72412,Senzu,245.42946,1707.452,118.01859,10,de_inferno,22,52,The MongolZ,CT,T,False,67460,4952
524,72665,Mzinho,1436.3634,1017.6517,155.60823,10,de_inferno,22,52,The MongolZ,CT,T,False,67460,5205
103,74085,flameZ,860.8734,1855.7499,146.4003,10,de_inferno,22,52,Team Vitality,CT,CT,True,67460,6625
