entityid,tick,user_name,x,y,z,round_number,map_name,matchid,mapid,player_team,winner,team_name,is_win,start_tick,round_tick
72,4002,Brollan,-656.42993,-1031.7986,-213.96875,1,de_mirage,28,69,MOUZ,CT,T,False,1,4001
313,4156,mezii,57.384636,-2288.2048,-37.966167,1,de_mirage,28,69,Team Vitality,CT,CT,True,1,4155
287,8624,flameZ,103.3301,-2272.355,-37.96875,2,de_mirage,28,69,Team Vitality,CT,CT,True,6732,1892
78,11324,torzsi,34.49061,-481.26382,-184.19302,3,de_mirage,28,69,MOUZ,T,T,True,9554,1770
134,11343,Jimpphat,-1195.4012,-634.5545,-165.96875,3,de_mirage,28,69,MOUZ,T,T,True,9554,1789
141,12147,Brollan,-666.5559,-899.03723,-245.96875,3,de_mirage,28,69,MOUZ,T,T,True,9554,2593
325,14149,mezii,-1434.2993,750.6011,-53.96875,3,de_mirage,28,69,Team Vitality,T,CT,False,9554,4595
334,15403,xertioN,-628.8672,-1611.2894,-169.96875,3,de_mirage,28,69,MOUZ,T,T,True,9554,5849
274,20566,torzsi,35.172386,-484.83136,-184.12004,4,de_mirage,28,69,MOUZ,CT,T,False,18851,1715
315,20662,Brollan,-1208.0032,-649.0923,-165.96875,4,de_mirage,28,69,MOUZ,CT,T,False,18851,1811
306,20911,apEX,-606.4386,-753.5904,-264.67722,4,de_mirage,28,69,Team Vitality,CT,CT,True,18851,2060
90,20988,flameZ,76.8744,-2388.9006,-37.96875,4,de_mirage,28,69,Team Vitality,CT,CT,True,18851,2137
350,21580,Brollan,-675.5338,-898.96783,-245.96625,4,de_mirage,28,69,MOUZ,CT,T,False,18851,2729
188,21795,mezii,-1780.2997,782.61896,-45.96875,4,de_mirage,28,69,Team Vitality,CT,CT,True,18851,2944
208,23134,ZywOo,39.124043,-2291.9214,-37.96875,4,de_mirage,28,69,Team Vitality,CT,CT,True,18851,4283
