match_id,map_id,round_id,team_name,map_name,round_number,round_ct_team,round_first_site_hit,round_site_hit_time,round_bomb_plant_site,player_planted_bomb,round_bomb_plant_time,round_bomb_defuser,bomb_defuse_time,round_length,round_result,round_timeout_called_before,player_name,player_flashes_used,player_smokes_used,player_grenades_used,player_molotovs_used,player_incendiaries_used,player_kills,player_died,player_spent_amount,player_loadout,player_damage,round_first_killer,round_first_death,player_headshots,player_upperbodyshots,player_stomachshots,player_legshots
0,0,0,Team Liquid,de_ancient,1,FaZe Clan,A,23.078125,,FALSE,,FALSE,,57.9375,CT,,NertZ,0,0,0,0,0,1,TRUE,650,"Butterfly Knife, Glock-18, C4 Explosive",100,FALSE,FALSE,1,1,1,0
0,0,0,Team Liquid,de_ancient,1,FaZe Clan,A,23.078125,,FALSE,,FALSE,,57.9375,CT,,NAF,0,1,0,1,0,1,TRUE,700,"Talon Knife, Glock-18, Smoke Grenade, Molotov",122,FALSE,FALSE,1,3,2,0
0,0,0,Team Liquid,de_ancient,1,FaZe Clan,A,23.078125,,FALSE,,FALSE,,57.9375,CT,,ultimate,0,0,0,0,0,1,TRUE,650,"M9 Bayonet, Glock-18",100,TRUE,FALSE,1,1,0,0
0,0,0,Team Liquid,de_ancient,1,FaZe Clan,A,23.078125,,FALSE,,FALSE,,57.9375,CT,,Twistzz,1,1,0,0,0,0,TRUE,800,"Karambit, P250, Smoke Grenade, Flashbang",0,FALSE,FALSE,0,0,0,0
0,0,0,FaZe Clan,de_ancient,1,FaZe Clan,A,23.078125,,FALSE,,FALSE,,57.9375,CT,,frozen,0,0,0,0,0,1,TRUE,650,"Karambit, USP-S",179,FALSE,FALSE,1,5,0,0
0,0,0,FaZe Clan,de_ancient,1,FaZe Clan,A,23.078125,,FALSE,,FALSE,,57.9375,CT,,EliGE,0,1,0,0,0,1,TRUE,650,"Shadow Daggers, P2000, Smoke Grenade",108,FALSE,FALSE,1,0,1,0
0,0,0,FaZe Clan,de_ancient,1,FaZe Clan,A,23.078125,,FALSE,,FALSE,,57.9375,CT,,s1mple,0,0,0,0,0,1,TRUE,650,"Butterfly Knife, Dual Berettas",92,FALSE,FALSE,1,1,0,0
0,0,0,FaZe Clan,de_ancient,1,FaZe Clan,A,23.078125,,FALSE,,FALSE,,57.9375,CT,,Skullz,0,0,0,0,0,2,FALSE,650,"Talon Knife, USP-S",121,FALSE,FALSE,1,2,0,0
0,0,0,FaZe Clan,de_ancient,1,FaZe Clan,A,23.078125,,FALSE,,FALSE,,57.9375,CT,,karrigan,1,0,0,0,0,0,TRUE,800,"Karambit, USP-S, Flashbang",0,FALSE,TRUE,0,0,0,0
0,0,0,Team Liquid,de_ancient,1,FaZe Clan,A,23.078125,,FALSE,,FALSE,,57.9375,CT,,siuhy,0,0,0,0,0,1,TRUE,650,"Karambit, Glock-18",111,FALSE,FALSE,1,4,0,0
0,0,1,Team Liquid,de_ancient,2,FaZe Clan,,,,FALSE,,FALSE,,65.125,CT,,NertZ,0,0,0,1,0,0,TRUE,2200,"Butterfly Knife, Tec-9, Molotov, Smoke Grenade",19,FALSE,FALSE,0,0,0,1
0,0,1,Team Liquid,de_ancient,2,FaZe Clan,,,,FALSE,,FALSE,,65.125,CT,,NAF,2,1,0,0,0,0,TRUE,2200,"Talon Knife, Tec-9, Smoke Grenade, Flashbang",21,FALSE,FALSE,0,2,0,0
0,0,1,Team Liquid,de_ancient,2,FaZe Clan,,,,FALSE,,FALSE,,65.125,CT,,ultimate,0,1,0,0,0,0,TRUE,2200,"M9 Bayonet, Desert Eagle, C4 Explosive, Smoke Grenade, Flashbang",0,FALSE,FALSE,0,0,0,0
0,0,1,Team Liquid,de_ancient,2,FaZe Clan,,,,FALSE,,FALSE,,65.125,CT,,Twistzz,0,0,0,0,0,0,TRUE,1800,"Karambit, Tec-9, Smoke Grenade",32,FALSE,FALSE,0,2,0,0
0,0,1,FaZe Clan,de_ancient,2,FaZe Clan,,,,FALSE,,FALSE,,65.125,CT,,frozen,0,1,1,0,1,2,FALSE,3550,"Karambit, USP-S, MP9, Incendiary Grenade, High Explosive Grenade, Smoke Grenade, Flashbang",132,FALSE,FALSE,2,4,0,0
0,0,1,FaZe Clan,de_ancient,2,FaZe Clan,,,,FALSE,,FALSE,,65.125,CT,,EliGE,0,1,1,0,1,2,FALSE,3550,"Shadow Daggers, P2000, MP9, Smoke Grenade, Incendiary Grenade, High Explosive Grenade, Flashbang",254,TRUE,FALSE,0,10,6,2
0,0,1,FaZe Clan,de_ancient,2,FaZe Clan,,,,FALSE,,FALSE,,65.125,CT,,s1mple,0,1,1,0,0,0,FALSE,3550,"Butterfly Knife, USP-S, FAMAS, Smoke Grenade, High Explosive Grenade",0,FALSE,FALSE,0,0,0,0
0,0,1,FaZe Clan,de_ancient,2,FaZe Clan,,,,FALSE,,FALSE,,65.125,CT,,Skullz,1,0,0,0,1,1,FALSE,3450,"Talon Knife, USP-S, Flashbang, MP9, Incendiary Grenade, Smoke Grenade",100,FALSE,FALSE,2,4,0,0
0,0,1,FaZe Clan,de_ancient,2,FaZe Clan,,,,FALSE,,FALSE,,65.125,CT,,karrigan,1,1,0,0,1,0,FALSE,3250,"Karambit, USP-S, MP9, Smoke Grenade, Incendiary Grenade, Flashbang",5,FALSE,FALSE,0,0,0,0
0,0,1,Team Liquid,de_ancient,2,FaZe Clan,,,,FALSE,,FALSE,,65.125,CT,,siuhy,2,1,0,0,0,0,TRUE,2200,"Karambit, Tec-9, Smoke Grenade, Flashbang",46,FALSE,TRUE,0,2,0,0
0,0,2,Team Liquid,de_ancient,3,FaZe Clan,B,93,B,FALSE,103.5,FALSE,,113.546875,T,,NertZ,0,0,0,0,0,0,TRUE,700,"Butterfly Knife, Desert Eagle",0,FALSE,FALSE,0,0,0,0
0,0,2,Team Liquid,de_ancient,3,FaZe Clan,B,93,B,TRUE,103.5,FALSE,,113.546875,T,,NAF,0,0,0,0,0,0,FALSE,700,"Talon Knife, Desert Eagle, C4 Explosive",0,FALSE,FALSE,0,0,0,0
0,0,2,Team Liquid,de_ancient,3,FaZe Clan,B,93,B,FALSE,103.5,FALSE,,113.546875,T,,ultimate,0,0,0,0,0,1,TRUE,700,"M9 Bayonet, Desert Eagle",100,TRUE,FALSE,1,0,0,0
0,0,2,Team Liquid,de_ancient,3,FaZe Clan,B,93,B,FALSE,103.5,FALSE,,113.546875,T,,Twistzz,0,0,0,0,0,3,FALSE,700,"Karambit, Desert Eagle",219,FALSE,FALSE,2,1,0,0
0,0,2,FaZe Clan,de_ancient,3,FaZe Clan,B,93,B,FALSE,103.5,FALSE,,113.546875,T,,frozen,0,0,0,0,0,0,TRUE,1100,"Karambit, MP9, Flashbang, Desert Eagle, Incendiary Grenade, Smoke Grenade, High Explosive Grenade",0,FALSE,FALSE,0,0,0,0
0,0,2,FaZe Clan,de_ancient,3,FaZe Clan,B,93,B,FALSE,103.5,FALSE,,113.546875,T,,EliGE,1,1,1,0,1,0,TRUE,1100,"Shadow Daggers, MP9, Flashbang, Tec-9, Smoke Grenade, High Explosive Grenade, Incendiary Grenade",84,FALSE,FALSE,0,0,1,1
0,0,2,FaZe Clan,de_ancient,3,FaZe Clan,B,93,B,FALSE,103.5,FALSE,,113.546875,T,,s1mple,0,1,1,0,0,1,TRUE,500,"Butterfly Knife, FAMAS, Tec-9, Smoke Grenade, High Explosive Grenade, Flashbang",107,FALSE,FALSE,1,0,0,0
0,0,2,FaZe Clan,de_ancient,3,FaZe Clan,B,93,B,FALSE,103.5,FALSE,,113.546875,T,,Skullz,1,1,1,0,1,1,TRUE,1200,"Talon Knife, USP-S, Flashbang, MP9, Smoke Grenade, High Explosive Grenade, Incendiary Grenade",230,FALSE,FALSE,1,2,1,0
0,0,2,FaZe Clan,de_ancient,3,FaZe Clan,B,93,B,FALSE,103.5,FALSE,,113.546875,T,,karrigan,0,0,1,0,1,0,TRUE,1300,"Karambit, USP-S, MP9, High Explosive Grenade, Incendiary Grenade, Smoke Grenade, Flashbang",6,FALSE,TRUE,0,0,0,0
0,0,2,Team Liquid,de_ancient,3,FaZe Clan,B,93,B,FALSE,103.5,FALSE,,113.546875,T,,siuhy,0,0,0,0,0,1,FALSE,700,"Karambit, Desert Eagle",181,FALSE,FALSE,1,1,1,0
0,0,3,Team Liquid,de_ancient,4,FaZe Clan,A,45.09375,A,FALSE,80.546875,FALSE,,115.3125,T,,NertZ,1,1,1,1,0,1,FALSE,4900,"Butterfly Knife, Glock-18, AK-47, Smoke Grenade, Molotov, High Explosive Grenade, Flashbang",100,FALSE,FALSE,1,0,0,0
0,0,3,Team Liquid,de_ancient,4,FaZe Clan,A,45.09375,A,FALSE,80.546875,FALSE,,115.3125,T,,NAF,2,1,1,1,0,2,TRUE,2400,"Talon Knife, Desert Eagle, MP9, C4 Explosive, Molotov, Smoke Grenade, Flashbang",146,FALSE,FALSE,1,6,1,1
0,0,3,Team Liquid,de_ancient,4,FaZe Clan,A,45.09375,A,TRUE,80.546875,FALSE,,115.3125,T,,ultimate,1,1,0,1,0,1,FALSE,4800,"M9 Bayonet, Glock-18, Smoke Grenade, Flashbang, Molotov, FAMAS",154,FALSE,FALSE,1,3,0,0
0,0,3,Team Liquid,de_ancient,4,FaZe Clan,A,45.09375,A,FALSE,80.546875,FALSE,,115.3125,T,,Twistzz,0,0,0,0,1,0,TRUE,1800,"Karambit, Desert Eagle, Incendiary Grenade, High Explosive Grenade, Smoke Grenade, Flashbang, AK-47",0,FALSE,TRUE,0,0,0,0
0,0,3,FaZe Clan,de_ancient,4,FaZe Clan,A,45.09375,A,FALSE,80.546875,FALSE,,115.3125,T,,frozen,0,1,1,0,1,0,TRUE,4850,"Karambit, USP-S, M4A1-S, Incendiary Grenade, High Explosive Grenade, Smoke Grenade, Flashbang",85,FALSE,FALSE,1,0,0,0
0,0,3,FaZe Clan,de_ancient,4,FaZe Clan,A,45.09375,A,FALSE,80.546875,FALSE,,115.3125,T,,EliGE,0,1,2,0,1,1,TRUE,4900,"Shadow Daggers, P2000, M4A1-S, Smoke Grenade, Incendiary Grenade, Flashbang",70,FALSE,FALSE,0,2,0,0
0,0,3,FaZe Clan,de_ancient,4,FaZe Clan,A,45.09375,A,FALSE,80.546875,FALSE,,115.3125,T,,s1mple,1,1,1,0,0,0,TRUE,4500,"Butterfly Knife, USP-S, M4A4, Smoke Grenade, High Explosive Grenade",22,FALSE,FALSE,0,0,0,1
0,0,3,FaZe Clan,de_ancient,4,FaZe Clan,A,45.09375,A,FALSE,80.546875,FALSE,,115.3125,T,,Skullz,1,1,1,0,1,1,TRUE,4850,"Talon Knife, USP-S, M4A4, Flashbang, Smoke Grenade, High Explosive Grenade, Incendiary Grenade",91,FALSE,FALSE,0,3,1,0
0,0,3,FaZe Clan,de_ancient,4,FaZe Clan,A,45.09375,A,FALSE,80.546875,FALSE,,115.3125,T,,karrigan,0,1,0,0,1,1,TRUE,3350,"Karambit, USP-S, MP9, Smoke Grenade, Incendiary Grenade, High Explosive Grenade",157,TRUE,FALSE,2,4,0,0
0,0,3,Team Liquid,de_ancient,4,FaZe Clan,A,45.09375,A,FALSE,80.546875,FALSE,,115.3125,T,,siuhy,1,1,1,1,0,1,TRUE,4900,"Karambit, Desert Eagle, AK-47, Smoke Grenade, High Explosive Grenade, Molotov, Flashbang",100,FALSE,FALSE,1,0,0,0
0,0,4,Team Liquid,de_ancient,5,FaZe Clan,A,37.640625,,FALSE,,FALSE,,48.34375,T,,NertZ,0,1,1,1,0,0,TRUE,1200,"Butterfly Knife, Glock-18, AK-47, Smoke Grenade, Molotov, High Explosive Grenade, Flashbang",106,FALSE,FALSE,0,4,1,0
0,0,4,Team Liquid,de_ancient,5,FaZe Clan,A,37.640625,,FALSE,,FALSE,,48.34375,T,,NAF,1,1,0,0,0,0,FALSE,7300,"Talon Knife, Glock-18, Molotov, Smoke Grenade, Flashbang, AK-47",0,FALSE,FALSE,0,0,0,0
0,0,4,Team Liquid,de_ancient,5,FaZe Clan,A,37.640625,,FALSE,,FALSE,,48.34375,T,,ultimate,0,1,0,0,0,0,FALSE,900,"M9 Bayonet, Glock-18, Flashbang, AK-47, Smoke Grenade, Molotov",0,FALSE,FALSE,0,0,0,0
0,0,4,Team Liquid,de_ancient,5,FaZe Clan,A,37.640625,,FALSE,,FALSE,,48.34375,T,,Twistzz,1,0,1,1,0,4,FALSE,4900,"Karambit, Glock-18, AK-47, Molotov, High Explosive Grenade, Flashbang",393,TRUE,FALSE,2,4,1,0
0,0,4,FaZe Clan,de_ancient,5,FaZe Clan,A,37.640625,,FALSE,,FALSE,,48.34375,T,,frozen,0,0,0,0,0,1,TRUE,0,"Karambit, USP-S",81,FALSE,FALSE,1,4,0,0
0,0,4,FaZe Clan,de_ancient,5,FaZe Clan,A,37.640625,,FALSE,,FALSE,,48.34375,T,,EliGE,0,0,0,0,0,0,TRUE,0,"Shadow Daggers, P2000",48,FALSE,FALSE,0,3,0,0
0,0,4,FaZe Clan,de_ancient,5,FaZe Clan,A,37.640625,,FALSE,,FALSE,,48.34375,T,,s1mple,0,0,0,0,0,0,TRUE,0,"Butterfly Knife, USP-S",23,FALSE,FALSE,0,0,0,1
